c_id,company_name,city,relation
CMatched-3554,"Katholische Arbeitnehmer-Bewegung (KAB),Diözesanverband Limburg",Limburg,LOBBYIST
CMatched-3555,Fachverband Luftdichtheit im Bauwesen e.V.,Berlin,LOBBYIST
CMatched-3556,Studienstiftung des deutschen Volkes,Bonn,LOBBYIST
CMatched-3557,DPolG Bundespolizeigewerkschaft,Berlin,LOBBYIST
CMatched-3558,Hubert Burda Media Holding KG  ,München,LOBBYIST
CMatched-3559,Burda Gesellschaft mit beschränkter Haftung ,"Offenburg,",LOBBYIST
CMatched-3562,Burda Gesellschaft mit beschränkter Haftung ,Hauptstraße 130,LOBBYIST
CMatched-3563,Burda Gesellschaft mit beschränkter Haftung ,Steinen,LOBBYIST
CMatched-3564,Burda Gesellschaft mit beschränkter Haftung ,Pforzheim,LOBBYIST
CMatched-3565,Burda Gesellschaft mit beschränkter Haftung ,Ludwigsburg,LOBBYIST
CMatched-3566,Burda Gesellschaft mit beschränkter Haftung ,Eppingen,LOBBYIST
CMatched-3567,"Berufsverband der Pneumologen, Schlaf- und Beatmungsmediziner Rheinland-Pfalz und Saarland e.V. (BdP RLP-S)",Heidenheim,LOBBYIST
CMatched-3568,Kreisbauernverband Rheingau-Taunus e.V.,Bad Schwalbach,LOBBYIST
CMatched-3569,S&P Global Germany GmbH,Frankfurt,LOBBYIST
CMatched-3570,VTG Aktiengesellschaft,Hamburg,LOBBYIST
CMatched-3571,VTG Aktiengesellschaft,Rudersberg,LOBBYIST
CMatched-3572,Bundesverband der Betreuungsdienste e.V.,Köln,LOBBYIST
CMatched-3573,Allianz für Sicherheit in der Wirtschaft Sachsen e.V.,Dresden,LOBBYIST
CMatched-3574,Allianz für Sicherheit in der Wirtschaft Sachsen e.V.,Hamburg,LOBBYIST
CMatched-3575,Hydrogenious LOHC Technologies GmbH,Erlangen,LOBBYIST
CMatched-3576,Handelsverband Niedersachsen-Bremen e. V. | HNB,Hannover,LOBBYIST
CMatched-3577,QB International ,Berlin,LOBBYIST
CMatched-3578,VDDS Verband Deutscher Dentalsoftware-Unternehmen ,Münster,CLIENT
CMatched-3579,Süßstoff-Verband e.V.,Köln,LOBBYIST
CMatched-3580,Weiterbildungszentrum Ingelheim gGmbH,Ingelheim am Rhein,LOBBYIST
CMatched-3581,medica mondiale e.V.,Köln,LOBBYIST
CMatched-3582,Europäische Akademie für Informationsfreiheit und Datenschutz e.V.,Berlin,LOBBYIST
CMatched-3583,Luther Rechtsanwaltsgesellschaft mbH,Köln,LOBBYIST
CMatched-3588,Luther Rechtsanwaltsgesellschaft mbH,"Ulm,",LOBBYIST
CMatched-3589,Verband der Chemischen Industrie e.V.,Frankfurt,CLIENT
CMatched-3590,Verband der Chemischen Industrie e.V.,Frankfurt am Main,CLIENT
CMatched-3591,Lausitz Energie Kraftwerke AG,Cottbus,CLIENT
CMatched-3592,Metropolregion Rheinland e.V.,Köln,LOBBYIST
CMatched-3593,Bundesverband für körper- und mehrfachbehinderte Menschen (bvkm),Düsseldorf,LOBBYIST
CMatched-3594,Flughafen Köln/Bonn GmbH,Köln,LOBBYIST
CMatched-3595,"Bayerischer Industrieverband Baustoffe, Steine und Erden",München,LOBBYIST
CMatched-3596,Hogan Lovells International LLP,Frankfurt,LOBBYIST
CMatched-3597,Bundesverband der Zahlungs- und E-Geld-Institute (BVZI) e.V,Frankfurt am Main,CLIENT
CMatched-3598,Bundesverband der Zahlungs- und E-Geld-Institute (BVZI) e.V,Frankfurt am Main,CLIENT
CMatched-3599,Bundesverband der electronic cash Netzbetreiber (BecN) e.V. ,Frankfurt am Main,CLIENT
CMatched-3600,Bundesverband der electronic cash Netzbetreiber (BecN) e.V. ,Frankfurt,CLIENT
CMatched-3601,"Raft Technologies, Ltd.",Tel Aviv,CLIENT
CMatched-3602,Smurfit Kappa Deutschland GmbH ,Hamburg,CLIENT
CMatched-3603,Fachverband Matratzenindustrie e.V.,Wuppertal,LOBBYIST
CMatched-3604,Fachverband Matratzenindustrie e.V.,Remscheid,LOBBYIST
CMatched-3605,Qualcomm Communications SARL,ISSY-LES-MOULINEAUX,LOBBYIST
CMatched-3606,Verband innenliegender Sicht- und Sonnenschutz e.V.,Wuppertal,LOBBYIST
CMatched-3607,Feldhoff & Cie. GmbH,Frankfurt,LOBBYIST
CMatched-3608,iddiw e.V.,Frankfurt,CLIENT
CMatched-3609,B-Connect GmbH,Köln,LOBBYIST
CMatched-3610,Die Chinesische Handelskammer in Deutschland e. V. (CHKD),Berlin,CLIENT
CMatched-3611,Die Chinesische Handelskammer in Deutschland e. V. (CHKD),Berlin,CLIENT
CMatched-3612,Bundesverband Bausysteme e. V.,Bonn,CLIENT
CMatched-3613,Bundesverband Bausysteme e. V.,Weißensberg,CLIENT
CMatched-3614,UNITI Bundesverband mittelständischer Mineralölunternehmen e.V. ,Berlin,CLIENT
CMatched-3615,UNITI Bundesverband mittelständischer Mineralölunternehmen e.V. ,Berlin,CLIENT
CMatched-3616,"Initiative ""Wildnis in Deutschland""",Frankfurt,LOBBYIST
CMatched-3617,Zoologische Gesellschaft Frankfurt von 1858 e.V.,Frankfurt M.,LOBBYIST
CMatched-3618,Initiative kulturelle Integration,Berlin,LOBBYIST
CMatched-3619,Zentralverband deutscher Kosmetikfachschulen e.V.,Heidelberg,LOBBYIST
CMatched-3620,ALTUS AG,Karlsruhe,LOBBYIST
CMatched-3621,Stiftung Verantwortungseigentum e.V.,Berlin,LOBBYIST
CMatched-3622,kunststoffland NRW e.V.,Düsseldorf,LOBBYIST
CMatched-3623,Asklepios Klinik Bad Wildungen GmbH,Königstein im Taunus,LOBBYIST
CMatched-3624,Asklepios Klinik Bad Wildungen GmbH,Bad Salzungen,LOBBYIST
CMatched-3625,BRight Advisors GmbH,Berlin,LOBBYIST
CMatched-3626,HH2E AG,Hamburg,CLIENT
CMatched-3627,Drehtainer GmbH,Valluhn,LOBBYIST
CMatched-3628,Bauernverband Nordostniedersachsen e.V.,Lüneburg,LOBBYIST
CMatched-3629,Bodensee-Stiftung - Internationale Stiftung für Natur und Kultur,Radolfzell,LOBBYIST
CMatched-3630,Wirtschaftskoalition Daten & Digitales,Berlin,LOBBYIST
CMatched-3631,Deutsche Gesellschaft für Muskelkranke e.V. (DGM),Freiburg,LOBBYIST
CMatched-3634,VMware Gobal Inc. Zweigniederlassung Deutschland ,München,LOBBYIST
CMatched-3635,Hertz Autovermietung GmbH,Eschborn,LOBBYIST
CMatched-3636,Hertz Autovermietung GmbH,Willstätt,LOBBYIST
CMatched-3637,Hertz Autovermietung GmbH,Karlsruhe,LOBBYIST
CMatched-3638,Hertz Autovermietung GmbH,Eggenstein-Leopoldshafen,LOBBYIST
CMatched-3639,Hertz Autovermietung GmbH,Gaggenau,LOBBYIST
CMatched-3640,VDMA e.V. Power Systems ,Frankfurt/Main,CLIENT
CMatched-3642,EnBW Energie Baden-Württemberg AG,"Karlsruhe,",CLIENT
CMatched-3643,Flink SE,Berlin,LOBBYIST
CMatched-3644,AK REGTP,Berlin,LOBBYIST
CMatched-3645,Initiative Pro CBD e.V.,Hamburg,LOBBYIST
CMatched-3646,KlimAK,Berlin,LOBBYIST
CMatched-3647,RAL Deutsches Institut für Gütesicherung und Kennzeichnung e. V.,Bonn,LOBBYIST
CMatched-3648,Verband der Diagnostica-Industrie e.V.,Berlin,CLIENT
CMatched-3649,Verband der Diagnostica-Industrie e.V.,Berlin,CLIENT
CMatched-3650,GWQ ServicePlus AG Gesellschaft für Wirtschaftlichkeit und Qualität bei Krankenkassen,Düsseldorf,CLIENT
CMatched-3652,AbbVie Deutschland GmbH & Co. KG,Wiesbaden,CLIENT
CMatched-3653,AbbVie Deutschland GmbH & Co. KG,Heidelberg,CLIENT
CMatched-3654,Gauly Advisors GmbH,Frankfurt am Main,LOBBYIST
CMatched-3655,NeuConnect Britain Ltd.,London,CLIENT
CMatched-3656,Adecco Germany Holding,Düsseldorf,CLIENT
CMatched-3657,Google Germany GmbH,Hamburg,CLIENT
CMatched-3662,VCD Landesverband Bremen e.V. ,Bremen,LOBBYIST
CMatched-3663,VAMED Aktiengesellschaft,Wien,LOBBYIST
CMatched-3664,VAMED Aktiengesellschaft,Hamburg,LOBBYIST
CMatched-3665,Bundesverband Keramische Rohstoffe und Industrieminerale e.V. (BKRI),Neuwied,LOBBYIST
CMatched-3666,eHealth-Tec GmbH,Berlin,LOBBYIST
CMatched-3667,VDV eTicket Service GmbH & Co. KG,Köln,LOBBYIST
CMatched-3668,Krankenhausgesellschaft Schleswig-Holstein e. V.,Kiel,LOBBYIST
CMatched-3669,Vivawest Wohnen GmbH, Gelsenkirchen,LOBBYIST
CMatched-3670,Vivawest Wohnen GmbH,Gelsenkirchen,LOBBYIST
CMatched-3671,"Bauernverband ""ANHALT"" e.V.",Bernburg,LOBBYIST
CMatched-3672,Marienfeld Multimedia GmbH,Gelsenkirchen,LOBBYIST
CMatched-3673,Vivawest GmbH,Gelsenkirchen,LOBBYIST
CMatched-3674,APK AG,Merseburg,LOBBYIST
CMatched-3675,APK AG,Merseburg ,LOBBYIST
CMatched-3676,Bundesverband Abonnement e.V.,Berlin,LOBBYIST
CMatched-3677,Alternita GmbH,Berlin,LOBBYIST
CMatched-3678,Frauennetzwerk für Frieden e.V.,Bonn,LOBBYIST
CMatched-3679,Gesellschaft für Pädiatrische Radiologie,Berlin,LOBBYIST
CMatched-3680,BVPG - Bundesvereinigung Prävention und Gesundheitsförderung e. V.,Bonn,LOBBYIST
CMatched-3681,"Katholische Arbeitnehmerbewegung, Diözesanverband Regensburg",Regensburg,LOBBYIST
CMatched-3682,Umlaut SE,Aachen,LOBBYIST
CMatched-3683,Arbeitskreis Mehrweg GbR,Bonn,LOBBYIST
CMatched-3684,Aktionsbündnis Nichtrauchen e.V.,Bonn,LOBBYIST
CMatched-3685,Goldman Sachs International,London,LOBBYIST
CMatched-3686,Solidaritätsdienst International (SODI) e.V.,Berlin,LOBBYIST
CMatched-3687,Interessengemeinschaft kleiner und mittlerer Genossenschaftsbanken,Gefrees,LOBBYIST
CMatched-3688,Verband Lebensmittel ohne Gentechnik e.V.,Berlin,LOBBYIST
CMatched-3689,Aid by Trade Foundation for Sustainable Agriculture and Forestry,Hamburg,LOBBYIST
CMatched-3690,EUTOP Europe,München,CLIENT
CMatched-3691,Premium AEROTEC GmbH,Augsburg,LOBBYIST
CMatched-3692,Damen Naval Holding B.V.,4381 NK Vlissingen / Niederlande,LOBBYIST
CMatched-3693,Stiftung Liebenau,Meckenbeuren,LOBBYIST
CMatched-3694,TMF - Technologie- und Methodenplattform für die vernetzte medizinische Forschung e.V. (TMF),Berlin,LOBBYIST
CMatched-3695,CNC - Communications & Network Consulting AG,München,CLIENT
CMatched-3696,natureplus e.V. - Internationaler Verein für zukunftsfähiges Bauen und Wohnen,Neckargemünd,LOBBYIST
CMatched-3697,Kyowa Kirin GmbH,Düsseldorf,LOBBYIST
CMatched-3698,Bundesverband der Zahlungs- und E-Geld-Institute (BVZI) e.V.,Frankfurt am Main,LOBBYIST
CMatched-3699,Bundesverband der Zahlungs- und E-Geld-Institute (BVZI) e.V.,Frankfurt am Main,LOBBYIST
CMatched-3700,CNC - Communications & Network Consulting AG,München,CLIENT
CMatched-3701,Dassault Systemes Deutschland GmbH,Stuttgart,LOBBYIST
CMatched-3702,Dassault Systemes Deutschland GmbH,Stuttgart,LOBBYIST
CMatched-3703,Dassault Systemes Deutschland GmbH,Fellbach,LOBBYIST
CMatched-3704,BVES Bundesverband Energiespeicher Systeme e.V.,Berlin,LOBBYIST
CMatched-3705,Deutsch-Ungarische Industrie- und Handelskammer,Budapest,LOBBYIST
CMatched-3706,Deutsch-Ungarische Industrie- und Handelskammer,Kairo,LOBBYIST
CMatched-3707,Deutsch-Ungarische Industrie- und Handelskammer,Ljubljana,LOBBYIST
CMatched-3708,Deutsch-Ungarische Industrie- und Handelskammer,Lima,LOBBYIST
CMatched-3709,Deutsch-Ungarische Industrie- und Handelskammer,"Istanbul, Türkei ",LOBBYIST
CMatched-3710,fritz-kulturgüter gmbh,Hamburg,LOBBYIST
CMatched-3711,Alstom S.A.,Saint-Ouen-sur-Seine 93400 France,LOBBYIST
CMatched-3712,Centre for Humanitarian Action e.V.,Berlin,LOBBYIST
CMatched-3713,Schulte-Industrieheizung GmbH,Möhnesee,LOBBYIST
CMatched-3714,Europaverband der Selbständigen - Deutschland (ESD) e.V.,Berlin,LOBBYIST
CMatched-3715,"Landvolk Niedersachsen, Kreisbauernverband Stade e.V.",Stade,LOBBYIST
CMatched-3716,"Landvolk Niedersachsen, Kreisbauernverband Stade e.V.",Otterndorf,LOBBYIST
CMatched-3717,Securitas Holding GmbH,Düsseldorf,LOBBYIST
CMatched-3718,VDDW - Verband der deutschen Wasser- und Wärmezählerindustrie e.V.,Köln,LOBBYIST
CMatched-3719,OroVerde - Die Tropenwaldstiftung,Bonn,LOBBYIST
CMatched-3720,UNITI Bundesverband mittelständischer Mineralölunternehmen e.V. ,Berlin,LOBBYIST
CMatched-3721,UNITI Bundesverband mittelständischer Mineralölunternehmen e.V. ,Berlin,LOBBYIST
CMatched-3722,Verband der Sparda-Banken e.V.,Frankfurt am Main,LOBBYIST
CMatched-3723,SVDiPA-Allianz,Berlin,LOBBYIST
CMatched-3724,Deutsche Gesellschaft für Luft-und Raumfahrt - Lilienthal-Oberth e.V.,Bonn,LOBBYIST
CMatched-3725,Deutsch-Algerische Industrie- und Handelskammer (AHK Algerien),Algier,LOBBYIST
CMatched-3726,Deutsch-Algerische Industrie- und Handelskammer (AHK Algerien),Sydney NSW 2000,LOBBYIST
CMatched-3727,Deutsch-Algerische Industrie- und Handelskammer (AHK Algerien),Bukarest ,LOBBYIST
CMatched-3728,Wirtschaftsvereinigung Deutsches Lammfleisch e. V.,Berlin,LOBBYIST
CMatched-3729,"AOPA-Germany, Verband der Allgemeinen Luftfahrt e. V. ",Egelsbach,LOBBYIST
CMatched-3730,H2 MOBILITY Deutschland GmbH & Co. KG,Berlin,LOBBYIST
CMatched-3731,Vereinigung Deutscher Landesschafzuchtverbände e. V.,Berlin,LOBBYIST
CMatched-3732,Beratung 42.0 GmbH,Hannover,LOBBYIST
CMatched-3733,Teneo Germany GmbH,Frankfurt am Main,LOBBYIST
CMatched-3734,Tallano Technologie SAS ,"92100, Boulogne Billancourt  ",CLIENT
CMatched-3735,LinkedIn Germany GmbH,München,CLIENT
CMatched-3736,LinkedIn Germany GmbH,München,CLIENT
CMatched-3737,Dr. Willmar Schwabe GmbH & Co.KG,Karlsruhe,CLIENT
CMatched-3738,Dr. Willmar Schwabe GmbH & Co.KG,"Karlsruhe,",CLIENT
CMatched-3739,Dr. Willmar Schwabe GmbH & Co.KG,Karlsruhe,CLIENT
CMatched-3740,SOLWODI Baden-Württemberg e.V.,Aalen,LOBBYIST
CMatched-3741,Bundesverband Keramische Fliesen e.V. ,Berlin,LOBBYIST
CMatched-3742,ESJF Gemeinnützige Gesellschaft zum Schutz und zur Erhaltung jüdischer Friedhöfe in Europa mbH,Frankfurt am Main,LOBBYIST
CMatched-3743,HOCHTIEF PPP Solutions GmbH,Essen,LOBBYIST
CMatched-3744,Bundesverband professioneller Bildanbieter e. V. (BVPA),Berlin,LOBBYIST
CMatched-3745,Zentralverband Gartenbau e.V.,Berlin,LOBBYIST
CMatched-3746,YARA Brunsbüttel GmbH,Büttel,LOBBYIST
CMatched-3747,Bündnis Ausstieg aus dem Tierversuch,Köln,LOBBYIST
CMatched-3748,Deutscher Automaten-Großhandels-Verband e.V. ,Berlin ,LOBBYIST
CMatched-3749,Arbeitsgemeinschaft Therapie Seltene Erkrankungen (ATSE),Berlin,LOBBYIST
CMatched-3750,Alexion Pharma Germany GmbH,München,CLIENT
CMatched-3753,Bristol-Myers Squibb GmbH & Co. KGaA,München,CLIENT
CMatched-3754,Chiesi GmbH,Hamburg,CLIENT
CMatched-3755,Takeda Pharma Vertrieb GmbH & Co. KG,Berlin,CLIENT
CMatched-3756,Takeda Pharma Vertrieb GmbH & Co. KG,Berlin,CLIENT
CMatched-3757,Vertex Pharmaceuticals (Germany) GmbH,München,CLIENT
CMatched-3759,Fürstenberg Institut GmbH,Hamburg,LOBBYIST
CMatched-3760,FORUM der Automatenunternehmer e.V. ,Berlin,LOBBYIST
CMatched-3761,Lohmann & Rauscher GmbH & Co. KG,Neuwied,LOBBYIST
CMatched-3762,Landesinnungsverband des Schornsteinfegerhandwerks Brandenburg,Brandenburg,LOBBYIST
CMatched-3763,Schornsteinfegerinnung Potsdam,Ludwigsfelde,CLIENT
CMatched-3764,Schornsteinfegerinnung Potsdam,Cottbus,CLIENT
CMatched-3765,Schornsteinfegerinnung Cottbus,Cottbus,CLIENT
CMatched-3766,Schornsteinfegerinnung Cottbus,Ludwigsfelde,CLIENT
CMatched-3767,Schornsteinfegerinnung Frankfurt/Oder,Frankfurt/Oder,CLIENT
CMatched-3768,"VIW-Verband für interkulturelle Wohlfahrtspflege, Empowerrment und Diversity",Berlin,LOBBYIST
CMatched-3769,"Verband alleinerziehender Mütter und Väter e.V., Bundesverband",Berlin,LOBBYIST
CMatched-3770,Berlin Research 50 (BR50),Berlin,LOBBYIST
CMatched-3771,Bund Deutscher Amateurtheater,Berlin,LOBBYIST
CMatched-3772,ArianeGroup GmbH,Taufkirchen,LOBBYIST
CMatched-3773,Bund der Selbständigen Rheinland-Pfalz & Saarland e.V.,Neustadt a. d. Weinstr.,LOBBYIST
CMatched-3774,Verband der Vereine Creditreform e.V.,Neuss,LOBBYIST
CMatched-3775,Bund der Selbständigen/Gewerbeverband Deutschland e.V.,Berlin,LOBBYIST
CMatched-3776,CANCOM Public GmbH,Berlin,LOBBYIST
CMatched-3777,terranets bw GmbH,Stuttgart,LOBBYIST
CMatched-3778,Bundesverband Metall - Vereinigung deutscher Metallhandwerke,Essen,LOBBYIST
CMatched-3779,MVV Energie AG,Mannheim,LOBBYIST
CMatched-3780,MVV Energie AG,"Mannheim,",LOBBYIST
CMatched-3781,MVV Energie AG,Mannheim,LOBBYIST
CMatched-3782,MVV Netze GmbH,Mannheim,CLIENT
CMatched-3783,100 prozent erneuerbar stiftung,Berlin,LOBBYIST
CMatched-3784,Landesvereinigung der Unternehmensverbände Nordrhein-Westfalen e.V. (unternehmer nrw),Düsseldorf,LOBBYIST
CMatched-3785,Linde GmbH,Pullach,LOBBYIST
CMatched-3786,Bundestierärztekammer e.V. - Arbeitsgemeinschaft der Deutschen Tierärztekammern ,Berlin,LOBBYIST
CMatched-3787,Bundestierärztekammer e.V. - Arbeitsgemeinschaft der Deutschen Tierärztekammern ,Berlin,LOBBYIST
CMatched-3788,Asklepios Südpfalzklinken GmbH; Burglengenfeld,Burglengenfeld,LOBBYIST
CMatched-3789,"Katholisches Forum ""Leben in der Illegalität""",Berlin,LOBBYIST
CMatched-3790,Foundations Platform F20,Hamburg,LOBBYIST
CMatched-3791,Verbraucherzentrale Hamburg e.V.,Hamburg,LOBBYIST
CMatched-3792,Verbraucherzentrale Hamburg e.V.,München,LOBBYIST
CMatched-3793,Verbraucherzentrale Hamburg e.V.,Potsdam,LOBBYIST
CMatched-3794, Netzwerk Chancen NC gUG (haftungsbeschränkt),Berlin,LOBBYIST
CMatched-3795,Bundesverband Landwirtschaftlicher Fachbildung e.V. (vlf),Berlin,LOBBYIST
CMatched-3796,AJA Arbeitskreis gemeinnütziger Jugendaustausch ,Berlin,LOBBYIST
CMatched-3797,Republic Affairs®,Berlin,LOBBYIST
CMatched-3798,Republic Affairs®,Berlin,LOBBYIST
CMatched-3799,Republic Affairs®,Berlin,LOBBYIST
CMatched-3800,Grayling Hungary Kft.,Budapest,CLIENT
CMatched-3801,Grayling SA,1000 Bruxelles,CLIENT
CMatched-3802,Stiftung Verantwortungseigentum e.V.,Berlin,CLIENT
CMatched-3803,VIACTIV Krankenkasse ,Berlin,CLIENT
CMatched-3804,Deutscher Sportwettenverband e. V.,Berlin,CLIENT
CMatched-3805,Deutscher Sportwettenverband e. V.,Berlin,CLIENT
CMatched-3806,MACH AG,Lübeck,CLIENT
CMatched-3807,Wicküler Park Eins GmbH & Co. KG,Düsseldorf,CLIENT
CMatched-3808,IFLb Laboratoriumsmedizin Berlin GmbH ,Berlin,CLIENT
CMatched-3809,LanzaTech UK Ltd.,London EC4A 4AB,CLIENT
CMatched-3810,GTM-V Gesellschaft für Transplantationsmedizin Mecklenburg-Vorpommern gGmbH,Rostock,CLIENT
CMatched-3811,ASG - Anerkannte Schulgesellschaft mbH,Annaberg-Buchholz,CLIENT
CMatched-3812,Gebr. Eickhoff Maschinenfabrik u. Eisengießerei GmbH,Bochum,CLIENT
CMatched-3813,BIO Deutschland e.V.,Berlin,LOBBYIST
CMatched-3814,BIO Deutschland e.V.,Berlin,LOBBYIST
CMatched-3815,PAYBACK GmbH,München,LOBBYIST
CMatched-3816,Bremer Toto und Lotto GmbH,Bremen,LOBBYIST
CMatched-3817,Bremer Toto und Lotto GmbH,Bremen,LOBBYIST
CMatched-3818,Raytheon Anschütz GmbH,Kiel,LOBBYIST
CMatched-3819,"bbi Bundesverband der Baumaschinen-, Baugeräte- und Industriemaschinen-Firmen e.V.",Bonn,LOBBYIST
CMatched-3820,BFM Bundesverband Factoring für den Mittelstand e.V.,Berlin,LOBBYIST
CMatched-3821,House of Pharma & Healthcare e.V.,Frankfurt am Main,LOBBYIST
CMatched-3822,BVT Windpark Flomborn/Stetten GmbH & Co. KG,Grünwald,LOBBYIST
CMatched-3823,Liberale Flüchtlingshilfe e.V.,Mainz,LOBBYIST
CMatched-3824,TAdvisory,Kiel,LOBBYIST
CMatched-3825,Zentralrat der Konfessionsfreien,Berlin,LOBBYIST
CMatched-3826,Verband Deutscher Reeder,Hamburg,LOBBYIST
CMatched-3827,Verband Deutscher Reeder,Hamburg,LOBBYIST
CMatched-3828, BVT Windpark Emlichheim GmbH & Co. KG,Laar,LOBBYIST
CMatched-3829,INSPIRE Institut für praxisorientiertes integriertes Recht der Elektromobilität,Berlin,LOBBYIST
CMatched-3830,Deutsche Gesellschaft für Bipolare Störungen e.V.,Frankfurt am Main,LOBBYIST
CMatched-3831,LEG Immobilien SE,Düsseldorf,LOBBYIST
CMatched-3832,Bundesverband des Schornsteinfegerhandwerks - Zentralinnungsverband (ZIV) -,Sankt Augustin,LOBBYIST
CMatched-3833,Deutsches Komitee für UNICEF e.V.,Köln,LOBBYIST
CMatched-3834,Flughafen Hamburg GmbH,Hamburg,LOBBYIST
CMatched-3835,Süßstoff-Verband e.V.,Köln,CLIENT
CMatched-3836,Genocide Alert e.V.,Berlin,LOBBYIST
CMatched-3837,Export- Union für Milchprodukte e.V.,Berlin,LOBBYIST
CMatched-3838,navos - Public Dialogue Consultants GmbH,Berlin,CLIENT
CMatched-3839,Landessportverband für das Saarland,Saarbrücken,LOBBYIST
CMatched-3840,Saarland-Sporttoto GmbH,Saarbrücken,LOBBYIST
CMatched-3841,Saarland-Sporttoto GmbH,Saarbrücken,LOBBYIST
CMatched-3842,Vereinigung der Fernleitungsnetzbetreiber Gas e.V.,Berlin,LOBBYIST
CMatched-3843,Canon Deutschland GmbH,Krefeld,LOBBYIST
CMatched-3844,CorA-Netzwerk für Unternehmensverantwortung,Berlin,LOBBYIST
CMatched-3845,Verband Bildungsmedien e. V. ,Frankfurt am Main,LOBBYIST
CMatched-3846,"Verband der deutschen Lack- und Druckfarbenindustrie, Bezirksgruppe BW",Baden-Baden,LOBBYIST
CMatched-3849,German Seed Alliance GmbH,Köln,LOBBYIST
CMatched-3850,Hartmannbund - Verband der Ärztinnen und Ärzte Deutschlands e.V.,Berlin,LOBBYIST
CMatched-3851,Arbeitsgemeinschaft der Wasserwirtschaftsverbände NRW e.V.,Bergheim,LOBBYIST
CMatched-3852,Unternehmerverband Handwerk NRW (UVH),Düsseldorf,LOBBYIST
CMatched-3853,eco - Verband der Internetwirtschaft e.V.,Berlin,LOBBYIST
CMatched-3854,Türkische Gemeinde in Deutschland e.V.,Berlin,LOBBYIST
CMatched-3855,Türkische Gemeinde in Deutschland e.V.,Berlin,LOBBYIST
CMatched-3856,Bündnis KINDERGRUNDSICHERUNG,Berlin,LOBBYIST
CMatched-3857,"vedec Verband für Energiedienstleistungen, Effizienz und Contracting e.V.",Hannover,LOBBYIST
CMatched-3858,Green Planet Energy eG,Hamburg,LOBBYIST
CMatched-3859,KAB Bildungswerk in der Diözese Regensburg e.V.,Regensburg,LOBBYIST
CMatched-3860,Plan International Deutschland e.V.,Hamburg,LOBBYIST
CMatched-3861,Plan International Deutschland e.V.,Berlin,LOBBYIST
CMatched-3862,Vereinigung für die Sicherheit der Wirtschaft e.V.,Mainz,LOBBYIST
CMatched-3863,trivago N.V.,Düsseldorf,LOBBYIST
CMatched-3864,ubitricity GmbH,Berlin,LOBBYIST
CMatched-3865,Verband der Verarbeitungsbetriebe Tierischer Nebenprodukte e.V. (VVTN),Bonn,LOBBYIST
CMatched-3866,Alliance Healthcare Deutschland GmbH,Frankfurt am Main,LOBBYIST
CMatched-3867,Asklepios Klinik Lich GmbH,Lich,LOBBYIST
CMatched-3868,Asklepios Klinik Lich GmbH,Königstein,LOBBYIST
CMatched-3869,WAB e.V.,Bremerhaven,LOBBYIST
CMatched-3870,"Deutsche Gesellschaft für Gastroenterologie, Verdauungs- und Stoffwechselkrankheiten (DGVS) e. V.",Berlin,LOBBYIST
CMatched-3871,netz NRW - Verbund für Ökologie und soziales Wirtschaften e.V.,Dortmund,LOBBYIST
CMatched-3872,Raytheon Deutschland GmbH,Freising,LOBBYIST
CMatched-3873,Verein zur Förderung der Steuergerechtigkeit e.V.,Berlin,LOBBYIST
CMatched-3874,BMVZ | Bundesverband Medizinische Versorgungszentren - Gesundheitszentren - Integrierte Versorgung e.V.,Berlin,LOBBYIST
CMatched-3875,Compassion in World Farming Brussels (CIWF EU),1050 Ixelles (Brussels),LOBBYIST
CMatched-3876,Bundesarbeitsgemeinschaft der Freien Wohlfahrtspflege e.V. (BAGFW),Berlin,LOBBYIST
CMatched-3877,Health For Future,Berlin,LOBBYIST
CMatched-3878,Krankenhausgesellschaft Nordrhein-Westfalen e.V. (KGNW),Düsseldorf,LOBBYIST
CMatched-3879,Kreisbauernverband Limburg-Weilburg e.V.,Limburg a.d. Lahn,LOBBYIST
CMatched-3880,Lysoform Dr. Hans Rosemann GmbH,Berlin,LOBBYIST
CMatched-3881,Öko-Institut e.V.,Freiburg,LOBBYIST
CMatched-3882,Verband der Anbieter von Telekommunikations- und Mehrwertdiensten (VATM) e.V.,Berlin,LOBBYIST
CMatched-3883,Allianz Agrar AG,München,CLIENT
CMatched-3884,"Allianz ""Rechtssicherheit für politische Willensbildung""",Marburg,LOBBYIST
CMatched-3885,BKK Dachverband e. V.,Berlin,LOBBYIST
CMatched-3886,Asklepios Gesundheitszentrum Bad Tölz,Bad Tölz,LOBBYIST
CMatched-3887,IDEAL Lebensversicherung a.G.,Berlin,LOBBYIST
CMatched-3888,infarm - Indoor Urban Farming B.V.,Amstelveen,LOBBYIST
CMatched-3889,Healthcare Frauen e.V.,Bodenheim,LOBBYIST
CMatched-3890,Voith GmbH & Co. KGaA,Heidenheim,LOBBYIST
CMatched-3891,AKG Klinik Hohwald GmbH,Neustadt in Sachsen,LOBBYIST
CMatched-3892,Deutsche POROTON GmbH,Berlin,LOBBYIST
CMatched-3893,BAUER Aktiengesellschaft,Schrobenhausen,LOBBYIST
CMatched-3894,Kreisbauernverband Eisenach/Bad Salzungen e.V.,Eisenach,LOBBYIST
CMatched-3895,Bundesarbeitsgemeinschaft PRO ASYL e.V.,Frankfurt am Main,LOBBYIST
CMatched-3896,International Campaign for Tibet Deutschland e. V. ,Berlin,LOBBYIST
