c_id,company_name,city,relation
CMatched-662,Börse Stuttgart cats GmbH,Stuttgart,LOBBYIST
CMatched-663,Deutsche Wildtier Stiftung,Hamburg,LOBBYIST
CMatched-664,Berliner Landesarbeitsgemeinschaft Umwelt und Entwicklung (BLUE 21) e.V.,Berlin,LOBBYIST
CMatched-665,VMware International Unlimited Company,Dublin,LOBBYIST
CMatched-666,VMware International Unlimited Company,Cork,LOBBYIST
CMatched-667,VMware International Unlimited Company,Co. Cork,LOBBYIST
CMatched-668,IBMA DA,Stuttgart,LOBBYIST
CMatched-669,Deutscher Modellflieger Verband e.V.,Bonn,LOBBYIST
CMatched-670,Bundesarbeitsgemeinschaft Evangelische Jugendsozialarbeit e.V.,Stuttgart,LOBBYIST
CMatched-671,Weltladen Aurich,Aurich,LOBBYIST
CMatched-672,Interessenvertretung 50Plus e.V.,Eberbach,LOBBYIST
CMatched-673,European Industrial Hemp Association e.V. (EIHA),Düsseldorf,LOBBYIST
CMatched-674,Bundesvereinigung Liberaler Kommunalpolitiker,Düsseldorf,LOBBYIST
CMatched-675,Republic Affairs GmbH,Berlin,CLIENT
CMatched-676,Republic Affairs GmbH,Berlin,CLIENT
CMatched-677,Deutscher Gerichtsvollzieher Bund e.V.,Prenzlau,LOBBYIST
CMatched-678,Fokus Sahel,Berlin,LOBBYIST
CMatched-679,Verband der Hersteller alkoholfreier Weine,Koblenz,LOBBYIST
CMatched-680,Solvay Chemicals GmbH,Hannover,LOBBYIST
CMatched-681,PDV GmbH,Erfurt,LOBBYIST
CMatched-682,S20 - The Sponsors' Voice e.V. ,Frankfurt am Main,LOBBYIST
CMatched-683,U.S. Industrial Pellet Association (USIPA),"Richmond, Virginia",LOBBYIST
CMatched-684,Verband der Gründer und Selbstständigen Deutschland (VGSD) e.V.,München,LOBBYIST
CMatched-685,Das Leben gehört ins Zentrum.,Münster,LOBBYIST
CMatched-686,BSH advisors GmbH,1090 Wien,LOBBYIST
CMatched-688,Deutsche Energie-Agentur GmbH,Berlin,LOBBYIST
CMatched-689,Georgsmarienhütte Holding GmbH,Georgsmarienhütte,CLIENT
CMatched-690,MEW Mittelständische Energiewirtschaft Deutschland e.V.,Berlin,CLIENT
CMatched-691,GOLDBECK Solar GmbH,Hirschberg,CLIENT
CMatched-692,GOLDBECK Solar GmbH,Hirschberg a.d. Bergstrasse,CLIENT
CMatched-694,Fraunhofer-Gesellschaft zur Förderung der angewandten  Forschung e.V.,München,CLIENT
CMatched-695,Fraunhofer-Gesellschaft zur Förderung der angewandten  Forschung e.V.,München,CLIENT
CMatched-696,Hitachi Zosen Inova AG,8005 Zürich,CLIENT
CMatched-697,IG Europe GmbH,Frankfurt am Main,CLIENT
CMatched-698,Institut für Wärme und Mobilität e.v,Hamburg,CLIENT
CMatched-699,Iveco Magirus AG,Ulm,CLIENT
CMatched-702,AB Energy Deutschland GmbH,Berlin,CLIENT
CMatched-703,Aerzener Maschinenfabrik Gesellschaft mit beschränkter Haftung,Aerzen,CLIENT
CMatched-704,Aerzener Maschinenfabrik Gesellschaft mit beschränkter Haftung,Hechingen,CLIENT
CMatched-705,Aerzener Maschinenfabrik Gesellschaft mit beschränkter Haftung,Weisweil,CLIENT
CMatched-706,Aerzener Maschinenfabrik Gesellschaft mit beschränkter Haftung,Leinfelden-Echterdingen,CLIENT
CMatched-707,Aerzener Maschinenfabrik Gesellschaft mit beschränkter Haftung,Esslingen am Neckar,CLIENT
CMatched-708,Aerzener Maschinenfabrik Gesellschaft mit beschränkter Haftung,"Biberach an der Riß,",CLIENT
CMatched-709,Aerzener Maschinenfabrik Gesellschaft mit beschränkter Haftung,Eschelbronn,CLIENT
CMatched-710,Alternoil GmbH,Steinfeld,CLIENT
CMatched-711,ARCANUM Energy Systems GmbH & Co. KG,Unna,CLIENT
CMatched-712,ARCANUM Energy Systems GmbH & Co. KG,Kirchheim am Neckar,CLIENT
CMatched-713,Arup Deutschland GmbH,Berlin,CLIENT
CMatched-716,Axpo Deutschland GmbH,Leipzig,CLIENT
CMatched-717,BDEW Bundesverband der Energie- und Wasserwirtschaft e.V.,Berlin ,CLIENT
CMatched-718,BDEW Bundesverband der Energie- und Wasserwirtschaft e.V.,Berlin,CLIENT
CMatched-719,Biogasrat+ e. V. - dezentrale energien,Berlin,CLIENT
CMatched-720,Bundesverband energieeff. Gebäudehülle e.V.,Berlin,CLIENT
CMatched-721,Bundesvereinigung Bauwirtschaft,Berlin,CLIENT
CMatched-722,UNITI Bundesverband mittelständischer Mineralölunternehmen e.V.,Berlin,CLIENT
CMatched-723,UNITI Bundesverband mittelständischer Mineralölunternehmen e.V.,Berlin,CLIENT
CMatched-724,Vaillant GmbH,Remscheid,CLIENT
CMatched-725,Verband Fenster + Fassade,Frankfurt/ Main,CLIENT
CMatched-726,Verband Fenster + Fassade,Frankfurt am Main,CLIENT
CMatched-729,Wilo SE,Dortmund,CLIENT
CMatched-730,WOLF GmbH,Mainburg,CLIENT
CMatched-731,Zentralverband des Deutschen Handwerks e. V. (ZDH),Berlin,CLIENT
CMatched-1205,Mabanaft GmbH & Co.KG,Hamburg,LOBBYIST
CMatched-1206,Unternehmertum Venture Capital Partners GmbH,Garching bei München,LOBBYIST
CMatched-1207,Deutsche Energie-Agentur GmbH,Berlin,CLIENT
CMatched-1208,VdB Bundesbankgewerkschaft -im dbb beamtenbund und tarifunion- e.V.,Bingen,LOBBYIST
CMatched-1209,International Fund for Animal Welfare (IFAW),London SE1 8NL ,LOBBYIST
CMatched-1210,Deutsch-Peruanische Industrie- und Handelskammer,Lima,LOBBYIST
CMatched-1211,Deutsch-Peruanische Industrie- und Handelskammer,Kairo,LOBBYIST
CMatched-1212,Deutsch-Peruanische Industrie- und Handelskammer,Ljubljana,LOBBYIST
CMatched-1213,Deutsch-Peruanische Industrie- und Handelskammer,"Istanbul, Türkei ",LOBBYIST
CMatched-1214,Deutsch-Peruanische Industrie- und Handelskammer,Budapest,LOBBYIST
CMatched-1215,MenschBank e.V.,Leipzig,LOBBYIST
CMatched-1216,OVH GmbH,Köln,LOBBYIST
CMatched-1217,Interel Deutschland GmbH,Berlin,CLIENT
CMatched-1218,Interel Deutschland GmbH,Berlin,CLIENT
CMatched-1219,Varo Energy B.V.,The Netherlands,LOBBYIST
CMatched-1220,Bundesfachvereinigung Leitender Krankenpflegepersonen der Psychiatrie e.V. (BFLK),Augsburg,LOBBYIST
CMatched-1221,Microsoft Corporation,Redmond,LOBBYIST
CMatched-1222,Verband Druck und Medien Rheinland-Pfalz und Saarland e. V.,Neustadt an der Weinstraße,LOBBYIST
CMatched-1223,Qualitätsgedämmt e. V.,München,LOBBYIST
CMatched-1224,Qualitätsgedämmt e. V.,München,LOBBYIST
CMatched-1225,Qualitätsgedämmt e. V.,München,LOBBYIST
CMatched-1226,Qualitätsgedämmt e. V. ,München,CLIENT
CMatched-1227,Qualitätsgedämmt e. V. ,München,CLIENT
CMatched-1228,Qualitätsgedämmt e. V. ,München,CLIENT
CMatched-1229,Cloudflare Inc.,München,LOBBYIST
CMatched-1230,Incari GmbH,Berlin,LOBBYIST
CMatched-1231,Whizz GmbH,Düsseldorf,LOBBYIST
CMatched-1232,Innovationsverbund Öffentliche Gesundheit e.V.,Berlin,LOBBYIST
CMatched-1233,Kuratorium Sport & Natur,München,LOBBYIST
CMatched-1234,Dortmunder Netz GmbH,Dortmund,LOBBYIST
CMatched-1235,KUKA,Augsburg,LOBBYIST
CMatched-1236,Fachverband deutsche Heilpraktikerschulen e.V.,Lindau,LOBBYIST
CMatched-1237,Bündnis ZukunftsBildung,Berlin,LOBBYIST
CMatched-1238,Zertifizierungsverband der Lohnsteuerhilfevereine e.V.,Berlin,LOBBYIST
CMatched-1239,TURM-Sahne GmbH,Oldenburg,LOBBYIST
CMatched-1240,Composites United e. V.,Berlin,LOBBYIST
CMatched-1241,FNT e. V. Fachverband Niedergelassener Tierheilpraktiker,Elmshorn,LOBBYIST
CMatched-1242,Tencent International Service Europe B.V.,Amsterdam,LOBBYIST
CMatched-1243,Dachverband der Kulturfördervereine in Deutschland (DAKU),Berlin,LOBBYIST
CMatched-1244,AMCHA Deutschland,Berlin,LOBBYIST
CMatched-1245,Leonardo SpA,Rom,LOBBYIST
CMatched-1246,Verband der Einzelimporteure internationaler Arzneimittel VEIA,München,LOBBYIST
CMatched-1247,MILES Mobility GmbH,Berlin,LOBBYIST
CMatched-1248,MILES Mobility GmbH,Berlin ,LOBBYIST
CMatched-1249,Pro Musik - Verband freier Musikschaffender e.V.,Essen,LOBBYIST
CMatched-1250,Klasmann-Deilmann GmbH,Geeste,LOBBYIST
CMatched-1251,Bundesverband Tattoo e.V.,Düsseldorf,LOBBYIST
CMatched-1252,Bundesverband Tattoo e.V.,Köln,LOBBYIST
CMatched-1253,Sennheiser electronic GmbH & Co. KG ,Wedemark,LOBBYIST
CMatched-1254,Initiative sicheres Solarium (Initiative SiSo),Seelbach,LOBBYIST
CMatched-1257,AB Energy Deutschland GmbH,Berlin,LOBBYIST
CMatched-1258,Deutscher Automaten-Verband e.V.,Neuötting,LOBBYIST
CMatched-1259,Deutsche Gesellschaft für Urologie e.V,Berlin,LOBBYIST
CMatched-1260,Deutsche Gesellschaft für Urologie e.V,Berlin,LOBBYIST
CMatched-1261,Deutsche Gesellschaft für Urologie e.V,Berlin,LOBBYIST
CMatched-1262,Eurasian Management Solutions GmbH,Eppingen,LOBBYIST
CMatched-1263,Eurasian Management Solutions GmbH,Karlsruhe,LOBBYIST
CMatched-1264,Wärtsilä Germany GmbH,"Hamburg, Germany",CLIENT
CMatched-1265,Deutsch-Kanadische Industrie- und Handelskammer (AHK Kanada),Dubai,LOBBYIST
CMatched-1266,Deutsch-Kanadische Industrie- und Handelskammer (AHK Kanada),Quito,LOBBYIST
CMatched-1267,Deutsch-Kanadische Industrie- und Handelskammer (AHK Kanada),Bukarest ,LOBBYIST
CMatched-1268,Eaton Electric GmbH,Bonn,LOBBYIST
CMatched-1271,VIK Verband der Industriellen Energie- und Kraftwirtschaft e.V.,Berlin,CLIENT
CMatched-1272,Allianz Kommunaler Großkrankenhäuser e. V.,Berlin,CLIENT
CMatched-3196,Weltverband deutscher Auslandsschulen e.V.,Berlin,LOBBYIST
CMatched-3197,Bundesverband Lohnunternehmen e.V. (BLU),Wunstorf,LOBBYIST
CMatched-3198,Stiftung Universität Mannheim,Mannheim,LOBBYIST
CMatched-3199,Verband der Beamten und Beschäftigten der Bundeswehr (VBB),Bonn,LOBBYIST
CMatched-3200,Duisburger Hafen AG,Duisburg,LOBBYIST
CMatched-3201,Global Public Policy Institute e.V.,Berlin,LOBBYIST
CMatched-3202,AKG Klinik Parchim GmbH,Parchim,LOBBYIST
CMatched-3203,Republic Affairs GmbH,Berlin,CLIENT
CMatched-3204,Republic Affairs GmbH,Berlin,CLIENT
CMatched-3205,Forum Fairer Handel ,Berlin,LOBBYIST
CMatched-3206,Deutsches Energieberater-Netzwerk (DEN) e.V.,Offenbach,LOBBYIST
CMatched-3207,Palantir Technologies GmbH,Frankfurt am Main,LOBBYIST
CMatched-3208,CEMEX Deutschland AG,Berlin,LOBBYIST
CMatched-3209,EFET Deutschland - Verband Deutscher Energiehändler,Berlin,LOBBYIST
CMatched-3210,Forum Demokratische Linke 21 e.V.,Berlin,LOBBYIST
CMatched-3211,Deutsche Telekom Stiftung,Bonn,LOBBYIST
CMatched-3212,Verband Deutscher Lokalzeitungen e.V.,Berlin,LOBBYIST
CMatched-3213,compass private pflegeberatung GmbH,Köln,LOBBYIST
CMatched-3214,Dr. Koch Beratung und Coaching GmbH,Raesfeld,LOBBYIST
CMatched-3215,Bundesverband der Deutschen Luft und Raumfahrtindustrie,Berlin,CLIENT
CMatched-3216,Bundesverband Deutscher Mittelstand e.V. - BM - Wir Eigentümerunternehmer,München,LOBBYIST
CMatched-3217,Bund Deutscher Forstleute,Berlin,LOBBYIST
CMatched-3218,Kreisbauernschaft Köln/Rhein-Erft-Kreis e.V.,Köln-Auweiler,LOBBYIST
CMatched-3219,Kreisbauernschaft Bonn Rhein/ Sieg e.V.,Siegburg,LOBBYIST
CMatched-3220,ICC Germany ,Berlin,CLIENT
CMatched-3221,Bundesverein zur Förderung des Genossenschaftsgedankens e.V.,Leipzig,LOBBYIST
CMatched-3222,Mars GmbH,Verden (Aller),LOBBYIST
CMatched-3223,"GA Europe, Dresden",Dresden,CLIENT
CMatched-3224,"Agora Strategy Group, München",München,CLIENT
CMatched-3225,"Fachverband Sanitär, Heizungs- und Klimatechnik Hessen",Gießen,LOBBYIST
CMatched-3226,Foundation for Innovative New Diagnostics (FIND),Geneva ,LOBBYIST
CMatched-3227,"Deutscher Verband für Wohnungswesen, Städtebau und Raumordnung e.V. ",Berlin,LOBBYIST
CMatched-3228,"Bundesverband der obst-, gemüse- und kartoffelverarbeitenden Industrie ",Bonn,LOBBYIST
CMatched-3229,Gemeinschaft für textile Zukunft,Berlin,LOBBYIST
CMatched-3230,German Meat GmbH,Bonn,LOBBYIST
CMatched-3231,Gesellschaft zur Ausrichtung berufsständischer Veranstaltungen der Fleischwirtschaft mbH,Bonn,LOBBYIST
CMatched-3232,Nordfriesland Windpark GmbH & Co. KG,Husum,LOBBYIST
CMatched-3233,Freiwillige Selbstkontrolle Multimedia-Diensteanbieter (FSM e.V.),Berlin,LOBBYIST
CMatched-3234,Bundesverband der Campingwirtschaft in Deutschland e. V.,Berlin,LOBBYIST
CMatched-3235,Mehr Demokratie,Berlin,LOBBYIST
CMatched-3236,Werkfeuerwehrverband Bayern e.V. - Arbeitsgemeinschaft Betrieblicher Brandschutz,Garching bei München,LOBBYIST
CMatched-3237,Vincorion - JENOPTIK Advanced Systems,Wedel,LOBBYIST
CMatched-3238,The Rotary Foundation,"Evanston, IL 60201",LOBBYIST
CMatched-3239,DJE Germany GmbH (als RNF der Zeno Germany GmbH),Berlin,LOBBYIST
CMatched-3240,Bundesverband für Umweltberatung e.V. (bfub),Würzburg,LOBBYIST
CMatched-3241,Wir sind Kunststoff,Bad Homburg,LOBBYIST
CMatched-3242,Gorillas Technologies Holding B.V.,Berlin,LOBBYIST
CMatched-3243,Alterric GmbH ,Aurich,LOBBYIST
CMatched-3244,Bund für Umwelt und Naturschutz Deutschland Landesverband Thüringen e.V.,Erfurt,LOBBYIST
CMatched-3245,Bund für Umwelt und Naturschutz Deutschland Landesverband Thüringen e.V.,Chemnitz,LOBBYIST
CMatched-3246,Bund für Umwelt und Naturschutz Deutschland Landesverband Thüringen e.V.,Bremen,LOBBYIST
CMatched-3247,Bund für Umwelt und Naturschutz Deutschland Landesverband Thüringen e.V.,Potsdam,LOBBYIST
CMatched-3248,Bund für Umwelt und Naturschutz Deutschland Landesverband Thüringen e.V.,Düsseldorf,LOBBYIST
CMatched-3249,Helmholtz-Zentrum Dresden - Rossendorf e. V. (HZDR),Dresden,LOBBYIST
CMatched-3250,Bund für Umwelt und Naturschutz Deutschland (BUND) Landesverband Rheinland-Pfalz e. V. ,Mainz,LOBBYIST
CMatched-3251,Bund für Umwelt und Naturschutz Deutschland (BUND) Landesverband Rheinland-Pfalz e. V. ,Chemnitz,LOBBYIST
CMatched-3252,Bundesverband fuer Tiergesundheit e.V.,Bonn,LOBBYIST
CMatched-3253,KlimaDiskurs.NRW,Düsseldorf,LOBBYIST
CMatched-3254,Combi Lift Holding GmbH,Bremen,LOBBYIST
CMatched-3255,"Bundesverband der Juweliere, Schmuck- und Uhrenfachgeschäfte e.V. (BVJ)",Köln,LOBBYIST
CMatched-3256,Tesla Germany GmbH,Berlin,LOBBYIST
CMatched-3257,OMS-Group e.V. Open Metering,Köln,LOBBYIST
CMatched-3258,DEKRA SE,Stuttgart,LOBBYIST
CMatched-3259,Ingenieurtechnischer Verband für Altlastenmanagement und Flächenrecycling e.V. (ITVA),Berlin,LOBBYIST
CMatched-3260,Gemeinschaft für Überwachung im Bauwesen E. V.,Berlin,LOBBYIST
CMatched-3261,Regionalbauernverband Kurhessen e. V.,Homberg,LOBBYIST
CMatched-3262,Lufthansa Technik Aktiengesellschaft,Hamburg,LOBBYIST
CMatched-3263,"Niedersächsisches Landvolk Braunschweiger Land e.V,",Braunschweig,LOBBYIST
CMatched-3264,Deutscher Verband der Aromenindustrie e.V. (DVAI),Berlin,LOBBYIST
CMatched-3265,Förderverein Round Table Mediation & Konfliktmanagement der Deutschen Wirtschaft e.V.,Berlin,LOBBYIST
CMatched-3268,Landesverband der Kreishandwerkerschaften Hessen,Wetzlar,LOBBYIST
CMatched-3269,Landesverband der Kreishandwerkerschaften Hessen,Köln,LOBBYIST
CMatched-3270,"Verband der Getreide-, Mühlen- und Stärkewirtschaft VGMS e.V.",Berlin,LOBBYIST
CMatched-3271,AfW Bundesverband Finanzdienstleistung e.V.,Berlin,LOBBYIST
CMatched-3272,Verband der deutschen Getreideverarbeiter und Stärkehersteller - VDGS e.V.,Berlin,LOBBYIST
CMatched-3273,Verband Deutscher Mühlen e.V.,Berlin,LOBBYIST
CMatched-3274,"Klarna Bank AB, German Branch",Berlin  ,LOBBYIST
CMatched-3275,DATEV eG,Nürnberg,LOBBYIST
CMatched-3276,Representative of German Business (RGB),San Francisco,LOBBYIST
CMatched-3277,Green and Sustainable Finance Cluster Germany e.V.,Frankfurt,LOBBYIST
CMatched-3278,eSport-Bund Deutschland ,Berlin,LOBBYIST
CMatched-3279,RSBK AG,Frankfurt am Main,LOBBYIST
CMatched-3280,GEPA - The Fair Trade Company,Wuppertal,LOBBYIST
CMatched-3281,Frankfurt Main Finance e.V.,Frankfurt am Main,LOBBYIST
CMatched-3282,Gesellschaft für Datenschutz und Datensicherheit (GDD) e.V.,Bonn,LOBBYIST
CMatched-3283,Discovery Communications Deutschland GmbH & Co KG,München,LOBBYIST
CMatched-3284,sofatutor GmbH,Berlin,LOBBYIST
CMatched-3285,Allgemeiner Behindertenverband in Deutschland e.V.,Berlin,LOBBYIST
CMatched-3286,Bundesarbeitsgemeinschaft Künstlerische Therapien e.V.,Berlin,LOBBYIST
CMatched-3289,Maria Clementine Martin Klosterfrau Vertriebsgesellschaft mbH,Köln,LOBBYIST
CMatched-3290,Poly Z Med GmbH,Königstein im Taunus,LOBBYIST
CMatched-3291,Bestatterverband Nordrhein-Westfalen e.V.,Düsseldorf,LOBBYIST
CMatched-3292,ifok GmbH,Bensheim,LOBBYIST
CMatched-3293,BARIG Board of Airline Representatives in Germany e.V.,Frankfurt am Main,LOBBYIST
CMatched-3294,Allianz für Sicherheit in der Wirtschaft Baden-Württemberg e.V. (ASW-BW),Stuttgart,LOBBYIST
CMatched-3295,Baden-Württembergischer Genossenschaftsverband e.V. (BWGV),Stuttgart,LOBBYIST
CMatched-3296,TÜV SÜD AG,München,LOBBYIST
CMatched-3297,Kreisbauernverband Nordwestmecklenburg e.V.,Grevesmühlen,LOBBYIST
CMatched-3298,Verband zur Rücknahme und Verwertung von Elektro- und Elektronik-Altgeräten e.V. (VERE e.V.),Hamburg,LOBBYIST
CMatched-3299,Fair and Green e.V.,Bonn,LOBBYIST
CMatched-3302,Nordland-Autobahnverein e.V. (NAV),Lüneburg,LOBBYIST
CMatched-3303,Bündnis Elbe-Seitenkanal e.V. (BESK),Lüneburg,LOBBYIST
CMatched-3304,Grofor e.V. ,Hamburg ,LOBBYIST
CMatched-3305,GLOBAL NATURE FUND (GNF),Radolfzell,LOBBYIST
CMatched-3306,Förderverein der Akademie für ärztliche Fortbildung in Rheinland-Pfalz e.V.,Mainz,LOBBYIST
CMatched-3307,eBay Kleinanzeigen GmbH,Kleinmachnow,LOBBYIST
CMatched-3308,TUBIS AG,München,LOBBYIST
CMatched-3309,Rowohlt Verlag Gesellschaft mit beschränkter Haftung,Hamburg,LOBBYIST
CMatched-3311,Rowohlt Verlag Gesellschaft mit beschränkter Haftung,Stuttgart,LOBBYIST
CMatched-3312,Rowohlt Verlag Gesellschaft mit beschränkter Haftung,Stuttgart,LOBBYIST
CMatched-3313,Rowohlt Verlag Gesellschaft mit beschränkter Haftung,Weinheim,LOBBYIST
CMatched-2355,Sanofi-Aventis Deutschland GmbH,Frankfurt am Main,LOBBYIST
CMatched-2356,Sanofi-Aventis Deutschland GmbH,Frankfurt,LOBBYIST
CMatched-2357,DATABUND e.V.,Berlin,LOBBYIST
CMatched-2358,Baustoff Recycling Bayern e.V.,München,LOBBYIST
CMatched-2359,GROSSHANDELSVERBAND FOODSERVICE e.V.,Berlin,LOBBYIST
CMatched-2360,Bundesverband spezielle Lebensmittel (DIÄTVERBAND) e.V.,Bonn,LOBBYIST
CMatched-2361,VENRO Verband Entwicklungspolitik und Humanitäre Hilfe deutscher Nichtregierungsorganisationen e.V,Berlin,LOBBYIST
CMatched-2362,Dezernat Zukunft e.V.,Berlin,LOBBYIST
CMatched-2363,Booking.com B.V. ,Amsterdam ,LOBBYIST
CMatched-2364,AviAlliance,Düsseldorf,LOBBYIST
CMatched-2365,Verband der Deutschen Automatenindustrie e.V.,Berlin,LOBBYIST
CMatched-2366,Verband der Deutschen Automatenindustrie e.V.,Berlin,LOBBYIST
CMatched-2367,Verband der Deutschen Automatenindustrie e.V.,Bad Honnef,LOBBYIST
CMatched-2368,Deutsche Kinder- und Jugendstiftung ,Berlin,LOBBYIST
CMatched-2369,Deutsche Kinder- und Jugendstiftung ,Berlin,LOBBYIST
CMatched-2370,BVUK. Verband Betriebliche Versorgungswerke für Unternehmen und Kommunen e.V.,Hoppegarten,LOBBYIST
CMatched-2371,Octopus Energy Germany GmbH,Starnberg,LOBBYIST
CMatched-2372,Pflegeausbildungsfonds Bayern GmbH,München,LOBBYIST
CMatched-2373,IU Group N.V.,Bruxelles,LOBBYIST
CMatched-2376,Arbeitsgemeinschaft Stoffspezifische Abfallbehandlung e.V. (ASA),Ennigerloh,LOBBYIST
CMatched-2377,Flüchtlingsrat Niedersachsen e.V.,Hannover,LOBBYIST
CMatched-2378,Fränkischer Weinbauverband,Würzburg,LOBBYIST
CMatched-2379,Eurowings GmbH,Düsseldorf,LOBBYIST
CMatched-2380,GEODE AISBL, Brüssel,LOBBYIST
CMatched-2381,GEODE AISBL,1000 Brüssel,LOBBYIST
CMatched-2382,Verbraucherzentrale Bundesverband e.V.,Berlin,LOBBYIST
CMatched-2383,"Immobilienverband Deutschland IVD Bundesverband der Immobilienberater, Makler, Verwalter und Sachverständigen e.V.",Berlin,LOBBYIST
CMatched-2384,Saale Energie GmbH,Schkopau,LOBBYIST
CMatched-2385,Bündnis für Bildung e.V.,Berlin,LOBBYIST
CMatched-2386,GEODE Deutschland e.V,Berlin,LOBBYIST
CMatched-2387,GEODE Deutschland e.V,Berlin,LOBBYIST
CMatched-2388,Evangelische Zentralstelle für Entwicklungshilfe e. V. (EZE),Berlin,LOBBYIST
CMatched-2389,Evangelische Zentralstelle für Entwicklungshilfe e. V. (EZE),Aachen,LOBBYIST
CMatched-2390,Eutop Europe GmbH,München,CLIENT
CMatched-2391,Airbus Operations GmbH,Hamburg,LOBBYIST
CMatched-2392,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,München,LOBBYIST
CMatched-2393,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,München,LOBBYIST
CMatched-2394,Deutsches Elektronen-Synchrotron DESY,Hamburg,LOBBYIST
CMatched-2395,TeamBank AG Nürnberg,Nürnberg,LOBBYIST
CMatched-2396,Westfälisch-Lippischer Landwirtschaftsverband e.V.,Münster,LOBBYIST
CMatched-2397,Der Backzutatenverband,Berlin,LOBBYIST
CMatched-2398,Industrieverband Garten (IVG) e. V.,Düsseldorf,LOBBYIST
CMatched-2399,DVFA Deutsche Vereinigung für Finanzanalyse und Asset Management e.V.,Frankfurt,LOBBYIST
CMatched-2400,Nordzucker AG,Braunschweig,LOBBYIST
CMatched-2401,atene KOM GmbH,Berlin,LOBBYIST
CMatched-2402,Society Of Music Merchants e. V. (SOMM) - Organisation der Musikinstrumenten- und Musikequipmentbranche,Berlin,LOBBYIST
CMatched-2403,Asklepios Klinik Wiesbaden GmbH,Wiesbaden,LOBBYIST
CMatched-2404,Asklepios Klinik Wiesbaden GmbH,Königstein,LOBBYIST
CMatched-2405,Verband Deutscher Zahntechniker-Innungen - Bundesinnungsverband (VDZI),Berlin,LOBBYIST
CMatched-2406,Bernstein Public Policy GmbH,Berlin,LOBBYIST
CMatched-2407,"Glenfarne Infrastructure Holdings Opco, LLC","New York, NY 10017",CLIENT
CMatched-2409,Industrieverband Garten (IVG) e. V.,Düsseldorf,CLIENT
CMatched-2410,Bolt Services DE GmbH,Berlin,CLIENT
CMatched-2411,DKV EURO SERVICE GmbH & Co. KG,Ratingen,CLIENT
CMatched-2412,Kerberos Compliance-Managementsysteme GmbH,Köln,CLIENT
CMatched-2413,Bundesverband der Geldwäschebeauftragten (BVGB) e.V.,Berlin,CLIENT
CMatched-2414,OKTOPAY LTD,Nicosia ,CLIENT
CMatched-2415,"KSP Kanzlei Dr. Seegers, Dr. Frankenheim Rechtsanwaltsgesellschaft mbH",Hamburg ,CLIENT
CMatched-2416,British American Tobacco (Industrie) GmbH,Hamburg,CLIENT
CMatched-2417, Netzwerk Chancen NC gUG (haftungsbeschränkt),Berlin,CLIENT
CMatched-2418,Getir,Berlin ,CLIENT
CMatched-2419,eBay Kleinanzeigen GmbH,Kleinmachnow,CLIENT
CMatched-2420,ALDI Einkauf SE & Co. oHG (ALDI Nord),Berlin,CLIENT
CMatched-2421,DEUTSCHE ROCKWOOL GmbH & Co. KG,Gladbeck,CLIENT
CMatched-2422,Tipico Co Ltd,St Julians,CLIENT
CMatched-2423,Q-Energy Deutschland GmbH,Berlin,CLIENT
CMatched-2426,ONTRAS Gastransport GmbH,Leipzig,LOBBYIST
CMatched-2427,Deutsche Steuer-Gewerkschaft e.V.,Berlin,LOBBYIST
CMatched-2428,Asklepios Klinik Schaufling GmbH ,Königstein im Taunus,LOBBYIST
CMatched-2429,Neptune Energy Deutschland GmbH,Hannover,LOBBYIST
CMatched-2430,Gemeinschaft zur Förderung von Pflanzeninnovation e.V.,Bonn,LOBBYIST
CMatched-2431,Wuppertaler Kreis e.V. - Bundesverband betriebliche Weiterbildung,Köln,LOBBYIST
CMatched-2432,Zentrale zur Bekämpfung unlauteren Wettbewerbs Frankfurt am Main e.V.,Bad Homburg v.d.H.,LOBBYIST
CMatched-2433,Pfizer Manufacturing Deutschland GmbH,Berlin,LOBBYIST
CMatched-2434,OHB Digital Connect GmbH,Bremen,LOBBYIST
CMatched-2435,HP Deutschland GmbH,Böblingen,LOBBYIST
CMatched-2436,Airbus SE,2333 CS Leiden,LOBBYIST
CMatched-2437,RELX Deutschland GmbH,Düsseldorf,LOBBYIST
CMatched-2438,Spitzenverband Fachärzte Deutschlands e. V. (SpiFa),Berlin,LOBBYIST
CMatched-2439,Autobahn Tank & Rast GmbH,Bonn,LOBBYIST
CMatched-2440,Saab Deutschland GmbH,Berlin,LOBBYIST
CMatched-2441,Autobahn Tank & Rast Gruppe GmbH & Co. KG,Bonn,LOBBYIST
CMatched-2442,Autobahn Tank & Rast GmbH,Bonn,CLIENT
CMatched-2443,Ostdeutsche Autobahntankstellengesellschaft mbH,Berlin,CLIENT
CMatched-2444,Bundesverband Deutscher Bestatter e.V.,Düsseldorf,LOBBYIST
CMatched-2445,Bundesverband Deutscher Bestatter e.V.,Berlin,LOBBYIST
CMatched-2446,Ostdeutsche Autobahntankstellengesellschaft mbH,Berlin,LOBBYIST
CMatched-2447,Hays,Mannheim,LOBBYIST
CMatched-2448,Thüringer Bauernverband e.V.,Erfurt,LOBBYIST
CMatched-2449,Bundesverband Öffentlicher Banken Deutschlands e.V.,Berlin,LOBBYIST
CMatched-2450,Alternoil GmbH,Steinfeld,LOBBYIST
